UNITID,OPEID,OPEID6,college_name,city,state,ZIP,type,ST_FIPS,region,LATITUDE,LONGITUDE,admission_rate,SAT_AVG,undergrad_enrollment,percentage_white,percentage_black,percentage_hispanic,percentage_asian,percentage_american_indian,percentage_hawaiian_pacific_islander,percentage_non_resident_alien,avg_income_from_mid_income_bracket,avg_income_from_high_income_bracket,earning_above_threshold,avg_net_price,median_earnings,avg_income_from_low_income_bracket,first_bracket_net_price,second_bracket_net_price(public,third_bracket_net_price,fourth_bracket_net_price,fifth_bracket_net_price,attendance_cost,instate_tuition,outofstate_tuition,pell_recipients,fed_loan_recipients,compeletion_rate,completion_rate_white,completion_rate_black,completion_rate_hispanic,completion_rate_asian,completion_rate_american_indian,debt_graduated,debt_withdrew,debt_low_income,debt_mid_income,debt_high_income,debt_pell,debt_nopell,population_debt_low_income,population_debt_middle_income,population_debt_high_income,population_debt_pell,population_repayment_cohort,population_recieving_loan,population_recieving_pell,RET_FT4,RET_FTL4
155283,2361600,23616,Concorde Career College-Kansas City,Kansas City,MO,64111-2407,3,29,4,39.068592,-94.590066,1,NULL,590,0.4203,0.4034,0.0949,0.0186,0.0051,0.0017,0,PrivacySuppressed,PrivacySuppressed,0.439,20763,22100,22500,20717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4003,0.4502,0.578019289,0.5864,0.4828,0.6406,0.6667,0.625,9500,4057,9500,9500,9500,9500,9500,1374,352,150,1549,1625,0.831313131,0.794444444,NULL,NULL
176600,163200,1632,Aquinas Institute of Theology,Saint Louis,MO,63108-3323,2,29,4,38.635008,-90.237365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL
176619,246302,2463,Assemblies of God Theological Seminary,Springfield,MO,65802-2131,2,29,4,37.224401,-93.26151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22062,10270,15125,16000,15500,18271,12000,466,523,425,878,1057,0.930269414,0.569730586,NULL,NULL
176628,244900,2449,Avila University,Kansas City,MO,64145-1698,2,29,4,38.912159,-94.591387,0.5198,1038,1321,0.6101,0.1893,0.0765,0.0167,0.0083,0.0038,0.0666,43400,44700,0.776,19610,41100,39500,17042,NULL,NULL,NULL,NULL,36178,25700,25700,0.4226,0.7059,0.488180808,0.4679,0.4167,0.7778,NULL,NULL,26625,11500,19497,18724,19500,21000,16750,407,261,282,584,729,0.960248447,0.552795031,0.7088,NULL
176637,732923,7329,ITT Technical Institute-Earth City,Earth City,MO,63045,3,29,4,38.757955,-90.461159,0.6196,NULL,517,0.4642,0.4313,0.0135,0.0155,0.0058,0,0,46300,47200,0.721,23478,38800,38200,23163,NULL,NULL,NULL,NULL,27486,18048,18048,0.8007,0.8339,0.341540329,0.3571,0.3182,0,0.3333,NULL,25827.5,9500,12667,17014,17000,13947,12667,46852,14813,4851,56021,52325,0.800189188,0.814378315,1,NULL
176664,1320800,13208,Baptist Bible College,Springfield,MO,65803-3498,2,29,4,37.239731,-93.285385,NULL,NULL,317,0.8644,0.0347,0.0379,0.0126,0.0158,0.0032,0,32400,30500,0.612,12799,29100,37300,10634,NULL,NULL,NULL,NULL,17281,9050,9050,0.6328,0.682,0.363631579,0.3947,0,0.5,1,NULL,20662.5,9500,12880,14150,17000,14375,9844,88,71,35,156,275,0.792134832,0.735955056,0.6909,NULL
176716,2277500,22775,House of Heavilin Beauty College-Blue Springs,Blue Springs,MO,64014,3,29,4,38.999893,-94.273804,NULL,NULL,102,0.8333,0.0588,0.0784,0.0294,0,0,0,PrivacySuppressed,PrivacySuppressed,0.26,13978,11600,PrivacySuppressed,13861,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4966,0.551,0.730142857,NULL,NULL,NULL,NULL,9088.5,4750,7917,PrivacySuppressed,PrivacySuppressed,7917,8023,100,15,18,108,187,0.888198758,0.776397516,NULL,0.8667,
176770,2068200,20682,Cox College,Springfield,MO,65802,2,29,4,37.225116,-93.290233,0.5455,NULL,744,0.9409,0.0108,0.0215,0.0108,0.0013,0.0013,0,40700,44900,0.734,16546,41400,37400,14738,NULL,NULL,NULL,NULL,18972,10150,10150,0.476,0.6755,0.675328571,0.5366,0,0,0,NULL,21963,9500,17416,17718,16000,18712.5,14750,293,213,111,406,416,0.900584795,0.608187135,0.2857,NULL
176789,245000,2450,Calvary Bible College and Theological Seminary,Kansas City,MO,64147-1341,2,29,4,38.838169,-94.546238,1,1014,225,0.8044,0.1111,0.0311,0.0133,0.0133,0,0.0044,PrivacySuppressed,PrivacySuppressed,0.62,12049,29100,PrivacySuppressed,12205,NULL,NULL,NULL,NULL,17891,10600,10600,0.5339,0.494,0.485714286,0.4872,0,NULL,NULL,NULL,19399,6250,9500,12000,8250,10473,8250,51,51,27,96,124,0.74796748,0.796747968,0.5405,NULL
176798,553200,5532,Cape Girardeau Career and Technology Center,Cape Girardeau,MO,63703-7511,1,29,4,37.274138,-89.56525,NULL,NULL,320,0.8906,0.1031,0,0,0.0063,0,0,PrivacySuppressed,PrivacySuppressed,0.587,16103,29600,26700,15396,NULL,17871,NULL,NULL,NULL,NULL,NULL,0.3969,0.4046,0.938744898,NULL,NULL,NULL,NULL,9500,4750,9500,9125,8250,9500,8250,118,54,35,139,147,0.718487395,0.768907563,NULL,0.7143,
176910,2266400,22664,Central Christian College of the Bible,Moberly,MO,65270-1997,2,29,4,39.395963,-92.427259,0.424,NULL,289,0.8754,0.0346,0.0242,0.0138,0.0069,0,0,PrivacySuppressed,PrivacySuppressed,0.565,11559,28400,PrivacySuppressed,9691,NULL,NULL,NULL,NULL,24213,11700,11700,0.6225,0.8046,0.435483871,0.4667,0,0,0,0,16500,5500,7750,9500,9500,9500,5500,79,75,34,138,206,0.756613757,0.793650794,0.7708,NULL
176947,245300,2453,Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,65248-1198,2,29,4,39.150534,-92.685276,0.6053,1050,1175,0.8034,0.0783,0.0264,0.0034,0.006,0.0009,0.0255,35000,39800,0.707,17485,33700,33600,14011,NULL,NULL,NULL,NULL,32970,21830,21830,0.421,0.7398,0.4807,0.5276,0.3182,0.375,NULL,1,17093,9375,12500,11932,12500,12500,12000,888,774,583,1434,1162,0.828095238,0.665714286,0.6392,NULL
176965,245400,2454,University of Central Missouri,Warrensburg,MO,64093,1,29,4,38.755882,-93.737445,0.7795,1010,9017,0.6538,0.0835,0.0284,0.0087,0.0021,0.0007,0.0235,41000,43200,0.759,14725,36600,38100,11498,12822,15823,17977,18112,18112,7265,13659,0.3664,0.6013,0.532433034,0.5525,0.4015,0.5862,0.4,0.4615,22983,9500,14211.5,16250,15000,16450,13577,2008,1707,1955,3367,4186,0.884947905,0.588117934,0.6974,NULL
176983,553100,5531,Grand River Technical School,Chillicothe,MO,64601,1,29,4,39.798864,-93.559669,0.7662,NULL,90,0.9889,0.0111,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.638,3816,34600,PrivacySuppressed,3379,6384,2559,NULL,NULL,NULL,NULL,NULL,0.5393,0,0.822222222,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,NULL,0.8478,
176992,2165900,21659,Chillicothe Beauty Academy Inc,Chillicothe,MO,64601,3,29,4,39.792786,-93.551131,NULL,NULL,15,1,0,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5837,PrivacySuppressed,PrivacySuppressed,5837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4138,0.2069,0.590168852,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,20,PrivacySuppressed,0.545454546,NULL,0.75,
177056,2289200,22892,Columbia Area Career Center,Columbia,MO,65203-7199,1,29,4,38.903705,-92.33669,0.9474,NULL,55,0.7455,0.2545,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.62,15766,31000,PrivacySuppressed,15370,16559,NULL,NULL,NULL,NULL,NULL,NULL,0.6393,0.4344,0.777773016,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,6200,PrivacySuppressed,PrivacySuppressed,6200,6500,67,19,15,70,38,0.892156863,0.754901961,NULL,1,
177065,245600,2456,Columbia College,Columbia,MO,65216,2,29,4,38.957899,-92.326544,NULL,NULL,15141,0.545,0.2502,0.0766,0.0141,0.0102,0.0053,0.0101,45900,49200,0.726,11831,36700,34500,12575,NULL,NULL,NULL,NULL,17312,7465,7465,0.5423,0.576,0.392937028,0.44,0.0667,NULL,NULL,0,21968.5,8400,9500,11875,11000,10790,9067.5,9001,4085,1480,11732,9077,0.719223079,0.83995049,0.5838,NULL
177083,246700,2467,Conception Seminary College,Conception,MO,64433-0502,2,29,4,40.24044,-94.682831,1,1105,86,0.593,0.0116,0.1628,0.0698,0.0116,0,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,28916,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,31890,19530,19530,0.303,0.3535,0.39998,0.1111,NULL,0,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12,PrivacySuppressed,13,14,0.615384615,0.692307692,0.8421,NULL
177092,245700,2457,Concordia Seminary,Saint Louis,MO,63105-3196,2,29,4,38.63816,-90.312041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL
177117,245800,2458,Cottey College,Nevada,MO,64772,2,29,4,37.836127,-94.371311,0.7063,1019,269,0.6431,0.0483,0.1041,0.0037,0.0223,0.0037,0.1152,PrivacySuppressed,33900,0.616,16910,31100,PrivacySuppressed,14739,NULL,NULL,NULL,NULL,29170,19300,19300,0.4693,0.6643,0.64045,0.6412,0.4167,1,NULL,1,12000,5500,8728.5,10143.5,12000,10000,11000,60,64,78,116,226,0.842105263,0.626794258,0.6613,NULL
177126,470700,4707,Covenant Theological Seminary,Saint Louis,MO,63141-8609,2,29,4,38.643066,-90.451323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL
177135,245900,2459,Crowder College,Neosho,MO,64850,1,29,4,36.811709,-94.363218,NULL,NULL,4285,0.817,0.0154,0.0817,0.0154,0.0219,0.004,0.0131,31000,33200,0.501,5514,25100,26300,5559,4461,6202,7456,8759,9166,2232,3048,0.5343,0.1902,0.243103739,NULL,NULL,NULL,NULL,8400,5059,6250,6000,5000,6443,4904,857,477,199,1217,1237,0.278156997,0.913993174,NULL,0.636,
177144,246000,2460,Culver-Stockton College,Canton,MO,63435-1299,2,29,4,40.130064,-91.526682,0.5772,986,931,0.739,0.1278,0.0473,0.0043,0.0032,0.0075,0.0537,41200,45900,0.746,17989,35800,33500,15144,NULL,NULL,NULL,NULL,34565,24050,24050,0.5084,0.8024,0.428885082,0.445,0.2778,0.25,NULL,0.5,23702,10353.5,14375,15699,15468,16213,12500,218,176,168,376,508,0.963394343,0.610648919,0.7591,NULL
177214,246100,2461,Drury University,Springfield,MO,65802-3791,2,29,4,37.219757,-93.285773,0.7441,1185,3790,0.8222,0.038,0.0507,0.0113,0.0098,0.0018,0.0454,36400,44000,0.778,21824,31700,30600,23295,NULL,NULL,NULL,NULL,33480,23885,23885,0.5091,0.576,0.598630859,0.6627,0.381,0.2143,0.4444,1,23454,8250,13500,15250,14205,15750,11000,1350,745,442,1949,2385,0.773249739,0.777951933,0.8453,NULL
177250,886200,8862,East Central College,Union,MO,63084,1,29,4,38.430296,-90.975535,NULL,NULL,2914,0.9537,0.0117,0.0137,0.0038,0.0034,0.001,0,31200,37100,0.644,6880,27100,27000,6054,6627,8303,9133,10175,11081,2280,4488,0.4887,0.2131,0.173498876,NULL,NULL,NULL,NULL,12096,7125,8975,6840,5500,8600,5250,661,335,195,939,1119,0.265547878,0.908193485,NULL,0.5673,
177278,246200,2462,Eden Theological Seminary,Webster Groves,MO,63119-3192,2,29,4,38.592307,-90.345605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
177287,2564700,25647,Elaine Steven Beauty College,Saint Louis,MO,63136-5618,3,29,4,38.761399,-90.278574,NULL,NULL,180,0.2833,0.6944,0.0056,0,0.0056,0,0,PrivacySuppressed,PrivacySuppressed,NULL,14355,15000,PrivacySuppressed,14208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6875,0.5724,0.443490435,NULL,NULL,NULL,NULL,11246.5,2950,7111,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,179,PrivacySuppressed,PrivacySuppressed,191,249,0.838174274,0.921161826,NULL,0.575,
177302,1040500,10405,Pinnacle Career Institute-South Kansas City,Kansas City,MO,64131-3367,3,29,4,38.942064,-94.579691,NULL,NULL,580,0.5638,0.2586,0.0724,0.0034,0.0086,0.0155,0,PrivacySuppressed,PrivacySuppressed,0.237,21127,30900,30700,21054,NULL,NULL,NULL,NULL,24907,14048,14048,0.8162,0.8486,0.68338078,NULL,NULL,NULL,NULL,12204.5,4398,8889,11256,10788,9326.5,11818,1213,230,71,1350,2584,0.857323232,0.899621212,NULL,0.574,
177339,246300,2463,Evangel University,Springfield,MO,65802-2125,2,29,4,37.220956,-93.262614,0.6453,1055,1788,0.7679,0.0436,0.0475,0.0179,0.0084,0,0.0056,39300,40100,0.611,21336,34700,35700,17922,NULL,NULL,NULL,NULL,32183,20796,20796,0.4887,0.9355,0.504419062,0.5179,0.3125,0.5,0.25,0,22062,10270,15125,16000,15500,18271,12000,466,523,425,878,1057,0.930269414,0.569730586,0.7511,NULL
177418,246400,2464,Fontbonne University,Saint Louis,MO,63105-3098,2,29,4,38.642697,-90.315712,0.9061,1052,1121,0.6878,0.1597,0.0294,0.0134,0.0027,0.0009,0.0776,44800,50000,0.702,16717,39400,35300,10924,NULL,NULL,NULL,NULL,32882,22770,22770,0.3441,0.6702,0.444731579,0.5615,0.2105,0.6,0.4,0,26959,18250,25500,23252,18750,26500,16630,389,263,274,553,1219,0.964218456,0.467043315,0.6815,NULL
177427,2164200,21642,Forest Institute of Professional Psychology,Springfield,MO,65807,2,29,4,37.189914,-93.2937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL
177436,2056100,20561,Four Rivers Career Center,Washington,MO,63090-4235,1,29,4,38.547707,-91.020914,NULL,NULL,36,1,0,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,NULL,17364,PrivacySuppressed,PrivacySuppressed,15968,22294,23423,NULL,NULL,23423,13686,13686,0.5476,0.6667,0.842077193,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,31,PrivacySuppressed,PrivacySuppressed,40,53,0.80952381,0.841269841,NULL,0.7059,
177472,3083000,30830,Ozarks Technical Community College,Springfield,MO,65802,1,29,4,37.216479,-93.279985,NULL,NULL,12373,0.8583,0.0306,0.0386,0.0165,0.0078,0.0011,0.0001,34400,37200,PrivacySuppressed,7096,27800,28000,6265,7379,9191,11049,11454,11454,2784,5064,0.556,0.386,0.208022734,NULL,NULL,NULL,NULL,13000,6295,8000,7483.5,5500,8195,5500,5045,1960,828,6522,5667,0.476335164,0.880565619,NULL,0.6031,
177542,908900,9089,Hannibal-LaGrange University,Hannibal,MO,63401,2,29,4,39.730785,-91.391423,0.6118,NULL,865,0.8104,0.0347,0.0162,0.0023,0.0035,0.0058,0.1064,34900,38400,0.565,16509,33400,33000,14959,NULL,NULL,NULL,NULL,29079,19530,19530,0.3154,0.5114,0.479719938,0.3817,0.2727,0.25,1,NULL,19424,9500,14092.5,15000,12749.5,14750,13392,256,246,186,431,611,0.922123894,0.637168142,0.5749,NULL
177551,246600,2466,Harris-Stowe State University,Saint Louis,MO,63103-2136,1,29,4,38.631744,-90.224288,NULL,NULL,1256,0.0756,0.8272,0.0167,0.0016,0.0008,0,0.0064,PrivacySuppressed,PrivacySuppressed,0.693,9064,28200,28100,8613,9728,11822,12444,12199,14587,5210,9853,0.7558,0.8398,0.092850127,0.875,0.1733,NULL,NULL,0,25164,8338.5,9500,10000,10575,9500,9000,820,201,68,994,1266,0.840646651,0.885681293,0.5055,NULL
177579,1027900,10279,Hickey College,Saint Louis,MO,63114,3,29,4,38.709193,-90.408635,NULL,NULL,415,0.7518,0.1735,0.0169,0.0072,0.0024,0.0024,0,30800,33300,0.542,17023,29000,26200,14779,NULL,NULL,NULL,NULL,20955,13850,13850,0.6092,0.8976,0.757998221,0.7,0.7333,0,0.6667,NULL,13625,5652,12921,13624.5,12000,13029,12887,242,160,122,347,627,0.965517241,0.666061706,NULL,NULL
177588,960700,9607,House of Heavilin Beauty College-Kansas City,Kansas City,MO,64110-2826,3,29,4,39.023092,-94.574045,NULL,NULL,37,0.027,0.973,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.619,16744,15000,PrivacySuppressed,16744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5522,0.6418,0.50906,NULL,NULL,NULL,NULL,11477,4750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,111,0.73015873,PrivacySuppressed,NULL,0.5,
177603,959000,9590,Independence College of Cosmetology,Independence,MO,64055,3,29,4,39.079522,-94.425816,NULL,NULL,47,0.8511,0.1064,0.0426,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.155,13055,18900,PrivacySuppressed,13072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5294,0.5098,0.607625316,NULL,NULL,NULL,NULL,10308,4020.5,9094,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,42,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,137,0.802816901,PrivacySuppressed,NULL,1,
177676,246800,2468,Jefferson College,Hillsboro,MO,63050-2440,1,29,4,38.259889,-90.558954,NULL,NULL,4705,0.9061,0.0183,0.0121,0.0072,0.0089,0.0011,0.0036,34600,36100,0.364,6363,30000,28600,5346,6121,7584,8873,8598,10434,2328,4656,0.4675,0.2484,0.241351947,NULL,NULL,NULL,NULL,10500,5500,7632,6375,5023.5,7700,4750,878,549,394,1280,1667,0.337593985,0.844360902,NULL,0.5869,
177685,3077200,30772,Paul Mitchell the School-Missouri Columbia,Columbia,MO,65202,3,29,4,38.969222,-92.310417,NULL,NULL,53,0.6981,0.1887,0.0377,0.0189,0.0189,0,0,PrivacySuppressed,PrivacySuppressed,0.604,9795,PrivacySuppressed,PrivacySuppressed,9295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7368,0.8596,0.708320833,NULL,NULL,NULL,NULL,9833,5500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,36,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,53,PrivacySuppressed,0.8,NULL,0.7778,
177719,638900,6389,Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,63110,2,29,4,38.636881,-90.260648,NULL,NULL,592,0.8176,0.0608,0.0236,0.027,0,0,0,57500,59700,PrivacySuppressed,NULL,53300,51600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2385,0.8012,NULL,NULL,NULL,NULL,NULL,19062,10000,23958,17000,15000,25000,15000,342,215,284,237,554,PrivacySuppressed,0.202003339,NULL,NULL,
177746,247300,2473,Kansas City Art Institute,Kansas City,MO,64111-1874,2,29,4,39.046353,-94.583594,0.5997,1086,650,0.6154,0.0569,0.08,0.0246,0.0015,0,0,28700,36100,0.863,27967,28600,27800,25257,NULL,NULL,NULL,NULL,48454,35118,35118,0.4222,0.6861,0.555154483,0.54,0.375,0.5,1,0.6667,27000,12000,25250,22983,25000,25252,22250,141,119,169,249,406,0.969040248,0.563467492,0.773,NULL
177816,247600,2476,Kenrick Glennon Seminary,Saint Louis,MO,63119-4399,2,29,4,38.584608,-90.324024,1,NULL,61,0.9344,0,0.0164,0.0328,0,0,0.0164,NULL,NULL,0.585,26350,NULL,NULL,26350,NULL,NULL,NULL,NULL,31995,18737,18737,0.0556,0.037,1,1,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.875,NULL
177834,247700,2477,A T Still University of Health Sciences,Kirksville,MO,63501,2,29,4,40.193648,-92.589183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,NULL,NULL,219800,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
177870,2263400,22634,Lake Career and Technical Center,Camdenton,MO,65020,1,29,4,38.006275,-92.733697,NULL,NULL,19,1,0,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,0.925,2402,PrivacySuppressed,PrivacySuppressed,2402,NULL,NULL,NULL,NULL,5625,4500,4500,0.6154,0,0.947365789,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,NULL,1,
177931,2142200,21422,Lex La-Ray Technical Center,Lexington,MO,64067-1525,1,29,4,39.174204,-93.86742,1,NULL,35,0.9429,0.0286,0,0,0,0,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12211,PrivacySuppressed,PrivacySuppressed,10649,14133,15163,16707,NULL,NULL,NULL,NULL,0.617,0.5957,0.773598113,NULL,NULL,NULL,NULL,9500,PrivacySuppressed,10499,PrivacySuppressed,PrivacySuppressed,9500,8749,30,16,13,36,53,PrivacySuppressed,0.666666667,NULL,0.6154,
177940,247900,2479,Lincoln University,Jefferson City,MO,65101,1,29,4,38.564409,-92.168509,NULL,NULL,2377,0.3824,0.4922,0.0202,0.0021,0.0029,0,0.021,32900,35600,PrivacySuppressed,10043,29500,30200,9070,9299,11539,10997,13505,15202,6988,13378,0.5591,0.6722,0.248174733,0.4438,0.1593,0,0,0,25915,9500,12124,14250,11500,12750,10000,1098,504,253,1553,1718,0.877288136,0.814237288,0.6471,NULL
177968,248000,2480,Lindenwood University,Saint Charles,MO,63301-1695,2,29,4,38.788203,-90.502825,0.5288,1038,7986,0.6027,0.1404,0.0379,0.0049,0.0034,0.0025,0.117,45500,46300,0.587,21985,39700,38700,20308,NULL,NULL,NULL,NULL,30929,15580,15580,0.3346,0.6221,0.475387316,0.5616,0.4938,0.5938,0.4,0,27000,11875,19000,19912,17063,21500,15000,1970,1554,1853,3152,3689,0.937644937,0.558876578,0.701,NULL
177977,471100,4711,State Technical College of Missouri,Linn,MO,65051-9607,1,29,4,38.468301,-91.811298,NULL,NULL,1177,0.9524,0.0085,0.011,0.0025,0.0025,0.0008,0,41500,44000,0.754,9141,37500,39100,8863,8778,9136,9293,10664,15612,5820,10560,0.4049,0.5811,0.591206374,NULL,NULL,NULL,NULL,10450,5500,8808,8750,8837,8750,8750,313,338,296,530,809,0.819056785,0.615014437,NULL,0.7884,
177986,470300,4703,Logan University,Chesterfield,MO,63017,2,29,4,38.63133,-90.542333,NULL,NULL,47,0.6383,0.0213,0.0213,0.0213,0,0,0,PrivacySuppressed,PrivacySuppressed,0.749,NULL,40500,51300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5192,0.8269,NULL,NULL,NULL,NULL,NULL,8050,6500,8050,9500,6050,11400,6500,134,41,40,60,206,PrivacySuppressed,0.463157895,NULL,NULL,
177995,248400,2484,Metropolitan Community College-Kansas City,Kansas City,MO,64111-2429,1,29,4,39.06855,-94.591181,NULL,NULL,15547,0.63,0.1696,0.0924,0.0273,0.0036,0.003,0.0048,35100,43300,0.715,7954,29500,28800,7365,7815,9330,10768,11340,12226,2880,6900,0.3917,0.1165,0.150445741,NULL,NULL,NULL,NULL,8099,4750,5745.5,5000,4254,5650,4500,2512,1002,773,3067,4570,0.211958511,0.912751678,NULL,0.5595,
